filename,width,height,class,xmin,ymin,xmax,ymax
685.png,233,216,octopus,144,144,377,360
686.png,100,128,owl,32,32,132,160
686.png,100,128,owl,185,32,285,160
686.png,100,128,owl,338,32,438,160
686.png,100,128,owl,96,224,196,352
686.png,100,128,owl,249,224,349,352
687.png,88,102,bell,32,25,120,127
687.png,88,102,bell,185,25,273,127
687.png,88,102,bell,338,25,426,127
687.png,88,102,bell,32,178,120,280
687.png,88,102,bell,185,178,273,280
687.png,88,102,bell,338,178,426,280
687.png,88,102,bell,121,331,209,433
687.png,88,102,bell,274,331,362,433
688.png,128,95,banana,32,25,160,120
688.png,128,95,banana,185,25,313,120
688.png,128,95,banana,338,25,466,120
688.png,128,95,banana,32,178,160,273
688.png,128,95,banana,185,178,313,273
688.png,128,95,banana,338,178,466,273
688.png,128,95,banana,185,331,313,426
689.png,170,126,ant,42,42,212,168
689.png,170,126,ant,263,42,433,168
689.png,170,126,ant,173,263,343,389
690.png,74,170,lollipop,42,42,116,212
690.png,134,170,orange,263,42,397,212
690.png,134,170,orange,173,263,307,433
691.png,133,170,owl,42,42,175,212
691.png,133,170,owl,263,42,396,212
691.png,133,170,owl,42,263,175,433
691.png,133,170,owl,263,263,396,433
692.png,128,118,bird,32,25,160,143
692.png,128,118,bird,185,25,313,143
692.png,128,118,bird,338,25,466,143
692.png,128,118,bird,32,178,160,296
692.png,128,118,bird,185,178,313,296
692.png,128,118,bird,338,178,466,296
692.png,128,118,bird,32,331,160,449
692.png,128,118,bird,185,331,313,449
692.png,97,102,frog,338,331,435,433
693.png,88,128,corn,32,32,120,160
693.png,88,128,corn,185,32,273,160
693.png,101,128,orange,338,32,439,160
693.png,101,128,orange,96,224,197,352
693.png,101,128,orange,249,224,350,352
694.png,170,149,umbrella,42,42,212,191
694.png,170,149,umbrella,263,42,433,191
694.png,170,149,umbrella,42,263,212,412
694.png,170,135,shark,263,263,433,398
695.png,128,110,butterfly,32,32,160,142
695.png,128,72,spider,185,32,313,104
695.png,128,72,spider,338,32,466,104
695.png,128,72,spider,32,224,160,296
695.png,128,72,spider,185,224,313,296
695.png,128,72,spider,338,224,466,296
696.png,170,145,mango,42,42,212,187
696.png,170,145,mango,263,42,433,187
696.png,170,145,mango,42,263,212,408
696.png,170,145,mango,263,263,433,408
697.png,128,118,bird,32,25,160,143
697.png,128,118,bird,185,25,313,143
697.png,128,118,bird,338,25,466,143
697.png,128,118,bird,32,178,160,296
697.png,128,118,bird,185,178,313,296
697.png,128,118,bird,338,178,466,296
697.png,128,118,bird,32,331,160,449
697.png,128,118,bird,185,331,313,449
697.png,128,118,bird,338,331,466,449
698.png,128,112,umbrella,32,32,160,144
698.png,128,112,umbrella,185,32,313,144
698.png,128,112,umbrella,338,32,466,144
698.png,123,128,sun,96,224,219,352
698.png,123,128,sun,249,224,372,352
699.png,101,101,apple,144,144,245,245
700.png,162,170,frog,42,42,204,212
700.png,162,170,caterpillar,263,42,425,212
700.png,162,170,caterpillar,42,263,204,433
700.png,162,170,caterpillar,263,263,425,433
701.png,101,170,pineapple,42,42,143,212
701.png,170,141,pig,263,42,433,183
701.png,170,141,pig,42,263,212,404
701.png,170,141,pig,263,263,433,404
702.png,128,118,bird,32,25,160,143
702.png,128,118,bird,185,25,313,143
702.png,128,118,bird,338,25,466,143
702.png,128,118,bird,32,178,160,296
702.png,128,118,bird,185,178,313,296
702.png,128,118,bird,338,178,466,296
702.png,128,118,bird,185,331,313,449
703.png,80,102,orange,32,25,112,127
703.png,80,102,orange,185,25,265,127
703.png,82,102,dog,338,25,420,127
703.png,82,102,dog,32,178,114,280
703.png,82,102,dog,185,178,267,280
703.png,82,102,dog,338,178,420,280
703.png,82,102,dog,185,331,267,433
704.png,101,101,apple,32,25,133,126
704.png,101,101,apple,185,25,286,126
704.png,101,101,apple,338,25,439,126
704.png,101,101,apple,32,178,133,279
704.png,101,101,apple,185,178,286,279
704.png,101,101,apple,338,178,439,279
704.png,101,101,apple,121,331,222,432
704.png,101,101,apple,274,331,375,432
705.png,72,102,flower,32,25,104,127
705.png,72,102,flower,185,25,257,127
705.png,72,102,flower,338,25,410,127
705.png,72,102,flower,32,178,104,280
705.png,72,102,flower,185,178,257,280
705.png,72,102,flower,338,178,410,280
705.png,72,102,flower,185,331,257,433
706.png,170,165,pumpkin,42,42,212,207
706.png,170,147,butterfly,263,42,433,189
706.png,170,147,butterfly,173,263,343,410
707.png,76,102,cup,32,25,108,127
707.png,76,102,cup,185,25,261,127
707.png,76,102,cup,338,25,414,127
707.png,76,102,cup,32,178,108,280
707.png,76,102,cup,185,178,261,280
707.png,76,102,cup,338,178,414,280
707.png,76,102,cup,185,331,261,433
708.png,141,170,lamp,42,42,183,212
708.png,141,170,lamp,263,42,404,212
708.png,146,170,teddy,173,263,319,433
709.png,117,170,corn,42,42,159,212
709.png,117,170,corn,263,42,380,212
709.png,117,170,corn,42,263,159,433
709.png,99,170,icecream,263,263,362,433
710.png,128,109,mango,32,25,160,134
710.png,128,109,mango,185,25,313,134
710.png,128,109,mango,338,25,466,134
710.png,128,109,mango,32,178,160,287
710.png,128,109,mango,185,178,313,287
710.png,128,109,mango,338,178,466,287
710.png,128,109,mango,121,331,249,440
710.png,128,109,mango,274,331,402,440
711.png,128,122,elephant,32,32,160,154
711.png,128,122,elephant,185,32,313,154
711.png,128,122,elephant,338,32,466,154
711.png,128,122,elephant,32,224,160,346
711.png,128,122,elephant,185,224,313,346
711.png,128,122,elephant,338,224,466,346
712.png,128,72,spider,32,25,160,97
712.png,128,72,spider,185,25,313,97
712.png,128,72,spider,338,25,466,97
712.png,128,72,spider,32,178,160,250
712.png,128,72,spider,185,178,313,250
712.png,128,72,spider,338,178,466,250
712.png,128,72,spider,32,331,160,403
712.png,128,72,spider,185,331,313,403
712.png,100,102,hut,338,331,438,433
713.png,170,149,umbrella,42,42,212,191
713.png,170,145,mango,263,42,433,187
713.png,170,145,mango,42,263,212,408
713.png,170,145,mango,263,263,433,408
714.png,133,170,owl,42,85,175,255
714.png,133,170,owl,255,85,388,255
715.png,128,94,ant,32,32,160,126
715.png,128,94,ant,185,32,313,126
715.png,128,94,ant,338,32,466,126
715.png,128,94,ant,96,224,224,318
715.png,128,94,ant,249,224,377,318
716.png,76,128,pineapple,32,32,108,160
716.png,76,128,pineapple,185,32,261,160
716.png,101,128,orange,338,32,439,160
716.png,101,128,orange,32,224,133,352
716.png,101,128,orange,185,224,286,352
716.png,101,128,orange,338,224,439,352
717.png,111,128,tree,32,32,143,160
717.png,111,128,tree,185,32,296,160
717.png,107,128,duck,338,32,445,160
717.png,107,128,duck,96,224,203,352
717.png,107,128,duck,249,224,356,352
718.png,102,128,rabbit,32,32,134,160
718.png,102,128,rabbit,185,32,287,160
718.png,102,128,rabbit,338,32,440,160
718.png,102,128,rabbit,96,224,198,352
718.png,102,128,rabbit,249,224,351,352
719.png,133,170,owl,42,42,175,212
719.png,133,170,owl,263,42,396,212
719.png,133,170,owl,42,263,175,433
719.png,133,170,owl,263,263,396,433
720.png,97,102,frog,32,25,129,127
720.png,97,102,frog,185,25,282,127
720.png,97,102,frog,338,25,435,127
720.png,97,102,frog,32,178,129,280
720.png,128,96,eapot,185,178,313,274
720.png,128,96,eapot,338,178,466,274
720.png,128,96,eapot,32,331,160,427
720.png,128,96,eapot,185,331,313,427
720.png,128,96,eapot,338,331,466,427
721.png,128,102,shark,32,25,160,127
721.png,128,102,shark,185,25,313,127
721.png,128,102,shark,338,25,466,127
721.png,128,102,shark,32,178,160,280
721.png,128,102,shark,185,178,313,280
721.png,128,102,shark,338,178,466,280
721.png,128,102,shark,32,331,160,433
721.png,128,102,shark,185,331,313,433
721.png,76,102,cup,338,331,414,433
722.png,101,170,zirafah,42,42,143,212
722.png,101,170,zirafah,263,42,364,212
722.png,101,170,zirafah,42,263,143,433
722.png,170,157,octopus,263,263,433,420
723.png,170,135,shark,42,42,212,177
723.png,170,135,shark,263,42,433,177
723.png,170,135,shark,173,263,343,398
724.png,117,170,corn,42,42,159,212
724.png,117,170,corn,263,42,380,212
724.png,117,170,corn,42,263,159,433
724.png,117,170,corn,263,263,380,433
725.png,102,102,carrot,32,25,134,127
725.png,102,102,carrot,185,25,287,127
725.png,102,102,carrot,338,25,440,127
725.png,102,102,carrot,32,178,134,280
725.png,102,102,carrot,185,178,287,280
725.png,102,102,carrot,338,178,440,280
725.png,97,102,frog,185,331,282,433
726.png,128,98,fish,32,25,160,123
726.png,128,98,fish,185,25,313,123
726.png,128,98,fish,338,25,466,123
726.png,128,98,fish,32,178,160,276
726.png,128,102,shark,185,178,313,280
726.png,128,102,shark,338,178,466,280
726.png,128,102,shark,185,331,313,433
727.png,128,106,pig,32,25,160,131
727.png,128,106,pig,185,25,313,131
727.png,128,106,pig,338,25,466,131
727.png,128,106,pig,32,178,160,284
727.png,101,102,ball,185,178,286,280
727.png,101,102,ball,338,178,439,280
727.png,101,102,ball,32,331,133,433
727.png,101,102,ball,185,331,286,433
727.png,101,102,ball,338,331,439,433
728.png,96,128,cup,32,32,128,160
728.png,122,128,caterpillar,185,32,307,160
728.png,122,128,caterpillar,338,32,460,160
728.png,122,128,caterpillar,96,224,218,352
728.png,122,128,caterpillar,249,224,371,352
729.png,256,144,spider,144,144,400,288
730.png,60,102,zirafah,32,25,92,127
730.png,60,102,zirafah,185,25,245,127
730.png,60,102,zirafah,338,25,398,127
730.png,60,102,zirafah,32,178,92,280
730.png,60,102,zirafah,185,178,245,280
730.png,60,102,zirafah,338,178,398,280
730.png,60,102,zirafah,121,331,181,433
730.png,60,102,zirafah,274,331,334,433
731.png,80,102,owl,32,25,112,127
731.png,80,102,owl,185,25,265,127
731.png,128,94,ant,338,25,466,119
731.png,128,94,ant,32,178,160,272
731.png,128,94,ant,185,178,313,272
731.png,128,94,ant,338,178,466,272
731.png,128,94,ant,185,331,313,425
732.png,123,128,sun,32,32,155,160
732.png,123,128,sun,185,32,308,160
732.png,123,128,sun,338,32,461,160
732.png,123,128,sun,32,224,155,352
732.png,123,128,sun,185,224,308,352
732.png,123,128,sun,338,224,461,352
733.png,128,72,spider,32,32,160,104
733.png,128,72,spider,185,32,313,104
733.png,106,128,lamp,338,32,444,160
733.png,106,128,lamp,32,224,138,352
733.png,106,128,lamp,185,224,291,352
733.png,106,128,lamp,338,224,444,352
734.png,98,101,sun,32,25,130,126
734.png,98,101,sun,185,25,283,126
734.png,98,101,sun,338,25,436,126
734.png,98,101,sun,32,178,130,279
734.png,128,98,fish,185,178,313,276
734.png,128,98,fish,338,178,466,276
734.png,128,98,fish,185,331,313,429
735.png,134,170,orange,42,42,176,212
735.png,134,170,orange,263,42,397,212
735.png,136,170,rabbit,173,263,309,433
736.png,80,102,owl,32,25,112,127
736.png,80,102,owl,185,25,265,127
736.png,80,102,owl,338,25,418,127
736.png,70,102,corn,32,178,102,280
736.png,70,102,corn,185,178,255,280
736.png,70,102,corn,338,178,408,280
736.png,70,102,corn,185,331,255,433
737.png,170,136,cow,42,42,212,178
737.png,170,136,cow,263,42,433,178
737.png,170,136,cow,173,263,343,399
738.png,170,149,umbrella,42,42,212,191
738.png,170,136,top,263,42,433,178
738.png,170,136,top,173,263,343,399
739.png,128,72,spider,32,25,160,97
739.png,128,72,spider,185,25,313,97
739.png,128,72,spider,338,25,466,97
739.png,128,72,spider,32,178,160,250
739.png,128,72,spider,185,178,313,250
739.png,128,72,spider,338,178,466,250
739.png,128,72,spider,121,331,249,403
739.png,128,72,spider,274,331,402,403
740.png,170,127,eapot,42,42,212,169
740.png,170,127,eapot,263,42,433,169
740.png,170,127,eapot,173,263,343,390
741.png,128,67,car,32,25,160,92
741.png,128,67,car,185,25,313,92
741.png,128,67,car,338,25,466,92
741.png,128,67,car,32,178,160,245
741.png,128,67,car,185,178,313,245
741.png,128,67,car,338,178,466,245
741.png,128,67,car,121,331,249,398
741.png,128,67,car,274,331,402,398
742.png,170,156,bird,42,42,212,198
742.png,134,170,orange,263,42,397,212
742.png,134,170,orange,42,263,176,433
742.png,134,170,orange,263,263,397,433
743.png,128,95,banana,32,25,160,120
743.png,128,95,banana,185,25,313,120
743.png,128,95,banana,338,25,466,120
743.png,128,95,banana,32,178,160,273
743.png,128,95,banana,185,178,313,273
743.png,128,95,banana,338,178,466,273
743.png,128,95,banana,32,331,160,426
743.png,128,95,banana,185,331,313,426
743.png,128,95,banana,338,331,466,426
744.png,88,128,corn,32,32,120,160
744.png,88,128,corn,185,32,273,160
744.png,88,128,corn,338,32,426,160
744.png,88,128,corn,96,224,184,352
744.png,88,128,corn,249,224,337,352
745.png,128,109,mango,32,25,160,134
745.png,128,109,mango,185,25,313,134
745.png,128,109,mango,338,25,466,134
745.png,128,109,mango,32,178,160,287
745.png,128,109,mango,185,178,313,287
745.png,128,109,mango,338,178,466,287
745.png,98,101,sun,185,331,283,432
746.png,128,109,mango,32,32,160,141
746.png,128,121,cupcake,185,32,313,153
746.png,128,121,cupcake,338,32,466,153
746.png,128,121,cupcake,96,224,224,345
746.png,128,121,cupcake,249,224,377,345
747.png,59,102,icecream,32,25,91,127
747.png,59,102,icecream,185,25,244,127
747.png,59,102,icecream,338,25,397,127
747.png,59,102,icecream,32,178,91,280
747.png,59,102,icecream,185,178,244,280
747.png,128,118,octopus,338,178,466,296
747.png,128,118,octopus,185,331,313,449
748.png,101,101,apple,42,85,143,186
748.png,101,101,apple,255,85,356,186
749.png,170,135,shark,42,42,212,177
749.png,170,126,ant,263,42,433,168
749.png,170,126,ant,42,263,212,389
749.png,170,126,ant,263,263,433,389
750.png,170,141,pig,42,42,212,183
750.png,170,141,pig,263,42,433,183
750.png,170,141,pig,42,263,212,404
750.png,170,141,pig,263,263,433,404
751.png,84,102,lamp,32,25,116,127
751.png,93,102,pencil,185,25,278,127
751.png,93,102,pencil,338,25,431,127
751.png,93,102,pencil,32,178,125,280
751.png,93,102,pencil,185,178,278,280
751.png,93,102,pencil,338,178,431,280
751.png,93,102,pencil,32,331,125,433
751.png,93,102,pencil,185,331,278,433
751.png,93,102,pencil,338,331,431,433
752.png,84,102,lamp,32,25,116,127
752.png,84,102,lamp,185,25,269,127
752.png,84,102,lamp,338,25,422,127
752.png,84,102,lamp,32,178,116,280
752.png,84,102,lamp,185,178,269,280
752.png,128,72,spider,338,178,466,250
752.png,128,72,spider,121,331,249,403
752.png,128,72,spider,274,331,402,403
753.png,44,102,lollipop,32,25,76,127
753.png,44,102,lollipop,185,25,229,127
753.png,44,102,lollipop,338,25,382,127
753.png,128,124,pumpkin,32,178,160,302
753.png,128,124,pumpkin,185,178,313,302
753.png,128,124,pumpkin,338,178,466,302
753.png,128,124,pumpkin,185,331,313,455
754.png,162,170,caterpillar,42,42,204,212
754.png,162,170,caterpillar,263,42,425,212
754.png,162,170,caterpillar,42,263,204,433
754.png,162,170,caterpillar,263,263,425,433
755.png,93,102,pencil,32,25,125,127
755.png,93,102,pencil,185,25,278,127
755.png,93,102,pencil,338,25,431,127
755.png,93,102,pencil,32,178,125,280
755.png,93,102,pencil,185,178,278,280
755.png,93,102,pencil,338,178,431,280
755.png,97,102,frog,121,331,218,433
755.png,97,102,frog,274,331,371,433
756.png,60,102,zirafah,32,25,92,127
756.png,128,102,shark,185,25,313,127
756.png,128,102,shark,338,25,466,127
756.png,128,102,shark,32,178,160,280
756.png,128,102,shark,185,178,313,280
756.png,128,102,shark,338,178,466,280
756.png,128,102,shark,121,331,249,433
756.png,128,102,shark,274,331,402,433
757.png,101,170,pineapple,42,42,143,212
757.png,101,170,pineapple,263,42,364,212
757.png,99,170,icecream,42,263,141,433
757.png,99,170,icecream,263,263,362,433
758.png,128,102,shark,32,25,160,127
758.png,128,106,pig,185,25,313,131
758.png,128,106,pig,338,25,466,131
758.png,128,106,pig,32,178,160,284
758.png,128,106,pig,185,178,313,284
758.png,128,106,pig,338,178,466,284
758.png,128,106,pig,121,331,249,437
758.png,128,106,pig,274,331,402,437
759.png,101,170,zirafah,42,42,143,212
759.png,101,170,zirafah,263,42,364,212
759.png,150,153,hut,173,263,323,416
760.png,170,162,elephant,42,42,212,204
760.png,150,153,hut,263,42,413,195
760.png,150,153,hut,173,263,323,416
761.png,153,256,pineapple,144,144,297,400
762.png,102,128,dog,32,32,134,160
762.png,128,122,elephant,185,32,313,154
762.png,128,122,elephant,338,32,466,154
762.png,128,122,elephant,96,224,224,346
762.png,128,122,elephant,249,224,377,346
763.png,170,126,banana,42,42,212,168
763.png,128,170,cup,263,42,391,212
763.png,128,170,cup,42,263,170,433
763.png,128,170,cup,263,263,391,433
764.png,125,169,ladybug,42,85,167,254
764.png,125,169,ladybug,255,85,380,254
765.png,102,128,dog,32,32,134,160
765.png,111,128,tree,185,32,296,160
765.png,111,128,tree,338,32,449,160
765.png,111,128,tree,32,224,143,352
765.png,111,128,tree,185,224,296,352
765.png,111,128,tree,338,224,449,352
766.png,122,128,frog,32,32,154,160
766.png,122,128,frog,185,32,307,160
766.png,122,128,frog,338,32,460,160
766.png,122,128,frog,32,224,154,352
766.png,122,128,frog,185,224,307,352
766.png,122,128,frog,338,224,460,352
767.png,94,102,snake,32,25,126,127
767.png,94,102,snake,185,25,279,127
767.png,94,102,snake,338,25,432,127
767.png,94,102,snake,32,178,126,280
767.png,94,102,snake,185,178,279,280
767.png,94,102,snake,338,178,432,280
767.png,94,102,snake,185,331,279,433
768.png,133,170,owl,42,42,175,212
768.png,133,170,owl,263,42,396,212
768.png,133,170,owl,42,263,175,433
768.png,141,170,lamp,263,263,404,433
769.png,110,128,teddy,32,32,142,160
769.png,110,128,teddy,185,32,295,160
769.png,110,128,teddy,338,32,448,160
769.png,110,128,teddy,32,224,142,352
769.png,110,128,teddy,185,224,295,352
769.png,110,128,teddy,338,224,448,352
770.png,128,122,elephant,32,32,160,154
770.png,128,122,elephant,185,32,313,154
770.png,128,122,elephant,338,32,466,154
770.png,128,122,elephant,96,224,224,346
770.png,128,122,elephant,249,224,377,346
771.png,61,101,pineapple,32,25,93,126
771.png,61,101,pineapple,185,25,246,126
771.png,61,101,pineapple,338,25,399,126
771.png,82,102,dog,32,178,114,280
771.png,82,102,dog,185,178,267,280
771.png,82,102,dog,338,178,420,280
771.png,82,102,dog,185,331,267,433
772.png,128,94,ant,32,25,160,119
772.png,128,94,ant,185,25,313,119
772.png,128,94,ant,338,25,466,119
772.png,128,94,ant,32,178,160,272
772.png,128,94,ant,185,178,313,272
772.png,128,94,ant,338,178,466,272
772.png,128,94,ant,121,331,249,425
772.png,102,102,carrot,274,331,376,433
773.png,128,106,pig,32,32,160,138
773.png,128,106,pig,185,32,313,138
773.png,128,106,pig,338,32,466,138
773.png,128,106,pig,32,224,160,330
773.png,128,106,pig,185,224,313,330
773.png,128,106,pig,338,224,466,330
774.png,128,94,ant,32,25,160,119
774.png,128,94,ant,185,25,313,119
774.png,128,94,ant,338,25,466,119
774.png,128,94,ant,32,178,160,272
774.png,128,94,ant,185,178,313,272
774.png,128,94,ant,338,178,466,272
774.png,128,94,ant,32,331,160,425
774.png,128,94,ant,185,331,313,425
774.png,128,94,ant,338,331,466,425
775.png,81,102,rabbit,32,25,113,127
775.png,81,102,rabbit,185,25,266,127
775.png,81,102,rabbit,338,25,419,127
775.png,81,102,rabbit,32,178,113,280
775.png,81,102,rabbit,185,178,266,280
775.png,81,102,rabbit,338,178,419,280
775.png,81,102,rabbit,32,331,113,433
775.png,81,102,rabbit,185,331,266,433
775.png,81,102,rabbit,338,331,419,433
776.png,128,102,shark,32,25,160,127
776.png,75,102,ladybug,185,25,260,127
776.png,75,102,ladybug,338,25,413,127
776.png,75,102,ladybug,32,178,107,280
776.png,75,102,ladybug,185,178,260,280
776.png,75,102,ladybug,338,178,413,280
776.png,75,102,ladybug,32,331,107,433
776.png,75,102,ladybug,185,331,260,433
776.png,75,102,ladybug,338,331,413,433
777.png,119,128,snake,32,32,151,160
777.png,119,128,snake,185,32,304,160
777.png,119,128,snake,338,32,457,160
777.png,119,128,snake,96,224,215,352
777.png,119,128,snake,249,224,368,352
778.png,170,161,lion,42,85,212,246
778.png,170,161,lion,255,85,425,246
779.png,81,102,rabbit,32,25,113,127
779.png,81,102,rabbit,185,25,266,127
779.png,81,102,rabbit,338,25,419,127
779.png,81,102,rabbit,32,178,113,280
779.png,81,102,rabbit,185,178,266,280
779.png,81,102,rabbit,338,178,419,280
779.png,81,102,rabbit,32,331,113,433
779.png,81,102,rabbit,185,331,266,433
779.png,81,102,rabbit,338,331,419,433
780.png,59,102,icecream,32,25,91,127
780.png,59,102,icecream,185,25,244,127
780.png,59,102,icecream,338,25,397,127
780.png,59,102,icecream,32,178,91,280
780.png,59,102,icecream,185,178,244,280
780.png,59,102,icecream,338,178,397,280
780.png,59,102,icecream,121,331,180,433
780.png,59,102,icecream,274,331,333,433
781.png,170,126,ant,42,42,212,168
781.png,170,126,ant,263,42,433,168
781.png,170,126,ant,42,263,212,389
781.png,170,126,ant,263,263,433,389
782.png,128,106,pig,32,25,160,131
782.png,128,106,pig,185,25,313,131
782.png,128,106,pig,338,25,466,131
782.png,128,106,pig,32,178,160,284
782.png,128,106,pig,185,178,313,284
782.png,128,106,pig,338,178,466,284
782.png,128,106,pig,32,331,160,437
782.png,128,106,pig,185,331,313,437
782.png,128,106,pig,338,331,466,437
783.png,128,102,cow,32,32,160,134
783.png,128,102,cow,185,32,313,134
783.png,128,102,cow,338,32,466,134
783.png,128,98,fish,32,224,160,322
783.png,128,98,fish,185,224,313,322
783.png,128,98,fish,338,224,466,322
784.png,128,122,elephant,32,25,160,147
784.png,44,102,lollipop,185,25,229,127
784.png,44,102,lollipop,338,25,382,127
784.png,44,102,lollipop,32,178,76,280
784.png,44,102,lollipop,185,178,229,280
784.png,44,102,lollipop,338,178,382,280
784.png,44,102,lollipop,185,331,229,433
785.png,170,135,shark,42,42,212,177
785.png,170,127,eapot,263,42,433,169
785.png,170,127,eapot,42,263,212,390
785.png,170,127,eapot,263,263,433,390
786.png,128,118,octopus,32,25,160,143
786.png,128,118,octopus,185,25,313,143
786.png,128,118,octopus,338,25,466,143
786.png,128,118,octopus,32,178,160,296
786.png,128,118,octopus,185,178,313,296
786.png,128,118,octopus,338,178,466,296
786.png,128,118,octopus,32,331,160,449
786.png,128,118,octopus,185,331,313,449
786.png,128,118,octopus,338,331,466,449
787.png,117,128,pencil,32,32,149,160
787.png,117,128,pencil,185,32,302,160
787.png,117,128,pencil,338,32,455,160
787.png,117,128,pencil,96,224,213,352
787.png,128,72,spider,249,224,377,296
788.png,170,145,mango,42,42,212,187
788.png,164,170,sun,263,42,427,212
788.png,164,170,sun,173,263,337,433
789.png,221,256,bell,144,144,365,400
790.png,170,156,bird,42,42,212,198
790.png,127,170,balloon,263,42,390,212
790.png,127,170,balloon,42,263,169,433
790.png,127,170,balloon,263,263,390,433
791.png,128,121,lion,32,25,160,146
791.png,128,121,lion,185,25,313,146
791.png,128,121,lion,338,25,466,146
791.png,128,121,lion,32,178,160,299
791.png,128,121,lion,185,178,313,299
791.png,128,121,lion,338,178,466,299
791.png,128,121,lion,32,331,160,452
791.png,128,121,lion,185,331,313,452
791.png,128,121,lion,338,331,466,452
792.png,128,111,cap,32,25,160,136
792.png,82,102,dog,185,25,267,127
792.png,82,102,dog,338,25,420,127
792.png,82,102,dog,32,178,114,280
792.png,82,102,dog,185,178,267,280
792.png,82,102,dog,338,178,420,280
792.png,82,102,dog,185,331,267,433
793.png,158,170,snake,42,42,200,212
793.png,158,170,snake,263,42,421,212
793.png,158,170,snake,173,263,331,433
794.png,101,170,zirafah,42,42,143,212
794.png,170,161,lion,263,42,433,203
794.png,170,161,lion,173,263,343,424
795.png,128,111,cap,32,25,160,136
795.png,128,111,cap,185,25,313,136
795.png,128,111,cap,338,25,466,136
795.png,128,111,cap,32,178,160,289
795.png,128,111,cap,185,178,313,289
795.png,128,111,cap,338,178,466,289
795.png,128,111,cap,32,331,160,442
795.png,82,102,dog,185,331,267,433
795.png,82,102,dog,338,331,420,433
796.png,128,110,butterfly,32,32,160,142
796.png,128,110,butterfly,185,32,313,142
796.png,128,110,butterfly,338,32,466,142
796.png,128,110,butterfly,32,224,160,334
796.png,110,128,teddy,185,224,295,352
796.png,110,128,teddy,338,224,448,352
797.png,170,149,umbrella,42,42,212,191
797.png,155,170,pencil,263,42,418,212
797.png,155,170,pencil,42,263,197,433
797.png,155,170,pencil,263,263,418,433
798.png,100,128,owl,32,32,132,160
798.png,128,98,fish,185,32,313,130
798.png,128,98,fish,338,32,466,130
798.png,128,98,fish,96,224,224,322
798.png,128,98,fish,249,224,377,322
799.png,128,94,ant,32,25,160,119
799.png,44,102,lollipop,185,25,229,127
799.png,44,102,lollipop,338,25,382,127
799.png,44,102,lollipop,32,178,76,280
799.png,44,102,lollipop,185,178,229,280
799.png,44,102,lollipop,338,178,382,280
799.png,44,102,lollipop,185,331,229,433
800.png,142,170,duck,42,42,184,212
800.png,142,170,duck,263,42,405,212
800.png,170,145,mango,42,263,212,408
800.png,170,145,mango,263,263,433,408
801.png,128,118,octopus,32,25,160,143
801.png,128,118,octopus,185,25,313,143
801.png,128,72,spider,338,25,466,97
801.png,128,72,spider,32,178,160,250
801.png,128,72,spider,185,178,313,250
801.png,128,72,spider,338,178,466,250
801.png,128,72,spider,32,331,160,403
801.png,128,72,spider,185,331,313,403
801.png,128,72,spider,338,331,466,403
802.png,256,204,shark,144,144,400,348
803.png,122,128,frog,32,32,154,160
803.png,122,128,frog,185,32,307,160
803.png,122,128,frog,338,32,460,160
803.png,122,128,frog,32,224,154,352
803.png,122,128,frog,185,224,307,352
803.png,128,102,cow,338,224,466,326
804.png,128,102,top,32,25,160,127
804.png,128,102,top,185,25,313,127
804.png,128,102,top,338,25,466,127
804.png,128,102,top,32,178,160,280
804.png,128,102,top,185,178,313,280
804.png,128,102,top,338,178,466,280
804.png,128,102,top,121,331,249,433
804.png,128,102,top,274,331,402,433
805.png,134,179,balloon,144,144,278,323
806.png,128,98,fish,32,25,160,123
806.png,101,102,ball,185,25,286,127
806.png,101,102,ball,338,25,439,127
806.png,101,102,ball,32,178,133,280
806.png,101,102,ball,185,178,286,280
806.png,101,102,ball,338,178,439,280
806.png,101,102,ball,121,331,222,433
806.png,101,102,ball,274,331,375,433
807.png,170,127,eapot,42,42,212,169
807.png,170,127,eapot,263,42,433,169
807.png,170,127,eapot,173,263,343,390
808.png,136,170,dog,42,85,178,255
808.png,136,170,dog,255,85,391,255
809.png,170,95,spider,42,42,212,137
809.png,170,95,spider,263,42,433,137
809.png,146,170,teddy,173,263,319,433
810.png,170,95,spider,42,42,212,137
810.png,170,95,spider,263,42,433,137
810.png,170,136,top,42,263,212,399
810.png,170,136,top,263,263,433,399
811.png,128,109,mango,32,32,160,141
811.png,128,109,mango,185,32,313,141
811.png,128,109,mango,338,32,466,141
811.png,128,109,mango,96,224,224,333
811.png,101,128,orange,249,224,350,352
812.png,255,222,cap,144,144,399,366
813.png,123,128,sun,32,32,155,160
813.png,128,111,cap,185,32,313,143
813.png,128,111,cap,338,32,466,143
813.png,128,111,cap,32,224,160,335
813.png,128,111,cap,185,224,313,335
813.png,128,111,cap,338,224,466,335
814.png,122,128,caterpillar,32,32,154,160
814.png,128,102,cow,185,32,313,134
814.png,128,102,cow,338,32,466,134
814.png,128,102,cow,32,224,160,326
814.png,128,102,cow,185,224,313,326
814.png,128,102,cow,338,224,466,326
815.png,99,170,icecream,42,85,141,255
815.png,99,170,icecream,255,85,354,255
816.png,128,98,fish,32,25,160,123
816.png,128,98,fish,185,25,313,123
816.png,128,98,fish,338,25,466,123
816.png,128,98,fish,32,178,160,276
816.png,128,98,fish,185,178,313,276
816.png,128,98,fish,338,178,466,276
816.png,128,98,fish,121,331,249,429
